Timestamp,Object,Confidence Score,Frame Read Time,Inference Time,Postprocess Time
2023-12-12 17:44:14,truck,0.211,0.015784,0.080984,0.008795
2023-12-12 17:44:14,person,0.168,0.015784,0.080984,0.008795
2023-12-12 17:44:14,truck,0.613,0.020845,0.08127,0.040305
2023-12-12 17:44:14,motorcycle,0.5,0.020845,0.08127,0.040305
2023-12-12 17:44:14,truck,0.363,0.020845,0.08127,0.040305
2023-12-12 17:44:14,truck,0.211,0.020845,0.08127,0.040305
2023-12-12 17:44:14,person,0.184,0.020845,0.08127,0.040305
2023-12-12 17:44:14,person,0.168,0.020845,0.08127,0.040305
2023-12-12 17:44:14,truck,0.613,0.019406,0.09157,0.007283
2023-12-12 17:44:14,motorcycle,0.5,0.019406,0.09157,0.007283
2023-12-12 17:44:14,person,0.168,0.019406,0.09157,0.007283
2023-12-12 17:44:14,truck,0.168,0.019406,0.09157,0.007283
2023-12-12 17:44:14,person,0.156,0.019406,0.09157,0.007283
2023-12-12 17:44:14,truck,0.594,0.018848,0.084356,0.006311
2023-12-12 17:44:14,motorcycle,0.5,0.018848,0.084356,0.006311
2023-12-12 17:44:14,truck,0.23,0.018848,0.084356,0.006311
2023-12-12 17:44:14,person,0.156,0.018848,0.084356,0.006311
2023-12-12 17:44:14,truck,0.613,0.024215,0.118477,0.006439
2023-12-12 17:44:14,motorcycle,0.5,0.024215,0.118477,0.006439
2023-12-12 17:44:14,truck,0.387,0.024215,0.118477,0.006439
2023-12-12 17:44:14,truck,0.23,0.024215,0.118477,0.006439
2023-12-12 17:44:14,person,0.168,0.024215,0.118477,0.006439
2023-12-12 17:44:14,person,0.156,0.024215,0.118477,0.006439
2023-12-12 17:44:14,motorcycle,0.523,0.02253,0.080219,0.008517
2023-12-12 17:44:14,truck,0.523,0.02253,0.080219,0.008517
2023-12-12 17:44:14,motorcycle,0.281,0.02253,0.080219,0.008517
2023-12-12 17:44:14,person,0.156,0.02253,0.080219,0.008517
2023-12-12 17:44:15,truck,0.57,0.019394,0.083955,0.006873
2023-12-12 17:44:15,motorcycle,0.523,0.019394,0.083955,0.006873
2023-12-12 17:44:15,person,0.156,0.019394,0.083955,0.006873
2023-12-12 17:44:15,truck,0.57,0.025018,0.102801,0.002248
2023-12-12 17:44:15,motorcycle,0.523,0.025018,0.102801,0.002248
2023-12-12 17:44:15,truck,0.344,0.025018,0.102801,0.002248
2023-12-12 17:44:15,person,0.156,0.025018,0.102801,0.002248
2023-12-12 17:44:15,truck,0.613,0.014784,0.099125,0.008322
2023-12-12 17:44:15,motorcycle,0.57,0.014784,0.099125,0.008322
2023-12-12 17:44:15,truck,0.363,0.014784,0.099125,0.008322
2023-12-12 17:44:15,person,0.156,0.014784,0.099125,0.008322
2023-12-12 17:44:15,truck,0.57,0.028997,0.11103,0.015991
